STRATUM,YEAR,SEASON,SVSPP,n_individ,tot_mass,n_station,n_tow,n_individ_PUE,tot_mass_PUE,SCINAME,COMNAME
01390,1991,autumn,163,72,6.3999999999999995,3,3,24,2.1333333333333333,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1991,autumn,164,9,3.7,4,4,2.25,0.925,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1991,autumn,193,4,2.1,1,1,4,2.1,MACROZOARCES AMERICANUS,OCEAN POUT
01390,1991,autumn,197,13,33.4,4,4,3.25,8.35,LOPHIUS AMERICANUS,GOOSEFISH
01390,1991,autumn,287,1,0,1,1,1,0,CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP
01390,1991,autumn,296,170,0.8,2,2,85,0.4,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1991,autumn,298,1,0,1,1,1,0,PANDALUS PROPINQUUS,NA
01390,1991,autumn,301,18,15.1,4,4,4.5,3.775,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1991,autumn,313,1,0.1,1,1,1,0.1,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01390,1991,autumn,401,42,3.4,4,4,10.5,0.85,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1991,autumn,502,54,10.700000000000001,4,4,13.5,2.6750000000000003,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01390,1991,autumn,503,30,0.5,3,3,10,0.16666666666666666,LOLIGO PEALEII,LONGFIN SQUID
01390,1991,spring,023,1,0.4,1,1,1,0.4,LEUCORAJA OCELLATA,WINTER SKATE
01390,1991,spring,026,6,3.2,1,1,6,3.2,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1991,spring,027,1,0.8,1,1,1,0.8,MALACORAJA SENTA,SMOOTH SKATE
01390,1991,spring,028,2,0.4,1,1,2,0.4,AMBLYRAJA RADIATA,THORNY SKATE
01390,1991,spring,032,534,7.1,3,3,178,2.3666666666666667,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1991,spring,033,5,0.3,1,1,5,0.3,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1991,spring,034,9,0.1,2,2,4.5,0.05,ALOSA AESTIVALIS,BLUEBACK HERRING
01390,1991,spring,072,33,0.5,1,1,33,0.5,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1991,spring,074,1,0.1,1,1,1,0.1,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01390,1991,spring,075,1,0,1,1,1,0,POLLACHIUS VIRENS,POLLOCK
01390,1991,spring,076,4,0.3,1,1,4,0.3,UROPHYCIS TENUIS,WHITE HAKE
01390,1991,spring,102,1,0.2,1,1,1,0.2,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1991,spring,105,2,0.6,1,1,2,0.6,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1991,spring,106,5,1.6,3,3,1.6666666666666667,0.5333333333333333,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1991,spring,107,3,0.1,1,1,3,0.1,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1991,spring,108,1,0.2,1,1,1,0.2,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01390,1991,spring,163,7,1.2,3,3,2.3333333333333335,0.39999999999999997,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1991,spring,164,8,7.6,3,3,2.6666666666666665,2.533333333333333,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1991,spring,197,1,0.2,1,1,1,0.2,LOPHIUS AMERICANUS,GOOSEFISH
01390,1991,spring,296,21,0,2,2,10.5,0,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1991,spring,297,494,0.7,1,1,494,0.7,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1991,spring,301,8,9.9,3,3,2.6666666666666665,3.3000000000000003,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1991,spring,306,724,6.2,1,1,724,6.2,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1991,spring,313,2,0.2,1,1,2,0.2,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01390,1991,spring,401,2,0.2,2,2,1,0.1,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1992,autumn,015,70,106.2,4,4,17.5,26.55,SQUALUS ACANTHIAS,SPINY DOGFISH
01390,1992,autumn,026,9,7,1,1,9,7,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1992,autumn,028,7,15.200000000000001,3,3,2.3333333333333335,5.066666666666667,AMBLYRAJA RADIATA,THORNY SKATE
01390,1992,autumn,032,5,0.8,3,3,1.6666666666666667,0.26666666666666666,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1992,autumn,033,31,0.8999999999999999,4,4,7.75,0.22499999999999998,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1992,autumn,035,1,1.4,1,1,1,1.4,ALOSA SAPIDISSIMA,AMERICAN SHAD
01390,1992,autumn,072,395,28.400000000000002,4,4,98.75,7.1000000000000005,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1992,autumn,073,21,8.8,3,3,7,2.9333333333333336,GADUS MORHUA,ATLANTIC COD
01390,1992,autumn,074,1,0,1,1,1,0,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01390,1992,autumn,076,37,8.6,4,4,9.25,2.15,UROPHYCIS TENUIS,WHITE HAKE
01390,1992,autumn,077,35,8,2,2,17.5,4,UROPHYCIS CHUSS,RED HAKE
01390,1992,autumn,083,1,0.1,1,1,1,0.1,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01390,1992,autumn,101,1,12.8,1,1,1,12.8,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01390,1992,autumn,102,11,2,3,3,3.6666666666666665,0.6666666666666666,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1992,autumn,105,2,0.7,2,2,1,0.35,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1992,autumn,106,10,3.5,3,3,3.3333333333333335,1.1666666666666667,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1992,autumn,107,9,0.8,3,3,3,0.26666666666666666,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1992,autumn,121,1,0.4,1,1,1,0.4,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01390,1992,autumn,131,8,0.8,3,3,2.6666666666666665,0.26666666666666666,PEPRILUS TRIACANTHUS,BUTTERFISH
01390,1992,autumn,155,13,1.2,3,3,4.333333333333333,0.39999999999999997,SEBASTES FASCIATUS,ACADIAN REDFISH
01390,1992,autumn,163,83,7.9,3,3,27.666666666666668,2.6333333333333333,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1992,autumn,164,15,11,4,4,3.75,2.75,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1992,autumn,165,2,0,1,1,2,0,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01390,1992,autumn,171,2,0.1,1,1,2,0.1,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN
01390,1992,autumn,193,5,4.2,3,3,1.6666666666666667,1.4000000000000001,MACROZOARCES AMERICANUS,OCEAN POUT
01390,1992,autumn,197,1,1.3,1,1,1,1.3,LOPHIUS AMERICANUS,GOOSEFISH
01390,1992,autumn,287,2,0,1,1,2,0,CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP
01390,1992,autumn,294,2,0,1,1,2,0,LEBBEUS POLARIS,POLAR LEBBEID
01390,1992,autumn,296,298,0.7999999999999999,2,2,149,0.39999999999999997,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1992,autumn,297,252,0.6,2,2,126,0.3,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1992,autumn,301,42,20.599999999999998,3,3,14,6.866666666666666,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1992,autumn,306,2,0,1,1,2,0,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1992,autumn,313,3,0.1,2,2,1.5,0.05,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01390,1992,autumn,324,5,0.8,2,2,2.5,0.4,LITHODES MAJA,NORTHERN STONE CRAB
01390,1992,autumn,502,6,0.5,2,2,3,0.25,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01390,1992,spring,023,1,1,1,1,1,1,LEUCORAJA OCELLATA,WINTER SKATE
01390,1992,spring,026,44,31,2,2,22,15.5,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1992,spring,027,1,1,1,1,1,1,MALACORAJA SENTA,SMOOTH SKATE
01390,1992,spring,028,5,0.30000000000000004,2,2,2.5,0.15000000000000002,AMBLYRAJA RADIATA,THORNY SKATE
01390,1992,spring,032,499,7.6,3,3,166.33333333333334,2.533333333333333,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1992,spring,033,15,0.4,2,2,7.5,0.2,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1992,spring,034,1,0,1,1,1,0,ALOSA AESTIVALIS,BLUEBACK HERRING
01390,1992,spring,072,3,0,1,1,3,0,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1992,spring,073,1,0,1,1,1,0,GADUS MORHUA,ATLANTIC COD
01390,1992,spring,074,1,0,1,1,1,0,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01390,1992,spring,075,6,0.2,1,1,6,0.2,POLLACHIUS VIRENS,POLLOCK
01390,1992,spring,083,1,0,1,1,1,0,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01390,1992,spring,102,5,1,2,2,2.5,0.5,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1992,spring,105,1,0.4,1,1,1,0.4,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1992,spring,106,8,2.5,3,3,2.6666666666666665,0.8333333333333334,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1992,spring,107,2,0,2,2,1,0,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1992,spring,108,1,0.2,1,1,1,0.2,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01390,1992,spring,155,1,0.8,1,1,1,0.8,SEBASTES FASCIATUS,ACADIAN REDFISH
01390,1992,spring,163,25,2.7,4,4,6.25,0.675,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1992,spring,164,13,15.3,4,4,3.25,3.825,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1992,spring,183,1,0,1,1,1,0,LUMPENUS MACULATUS,DAUBED SHANNY
01390,1992,spring,287,220,0.1,1,1,220,0.1,CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP
01390,1992,spring,292,1,0,1,1,1,0,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01390,1992,spring,296,168,0.4,1,1,168,0.4,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1992,spring,297,137,0.30000000000000004,3,3,45.666666666666664,0.10000000000000002,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1992,spring,301,2,1,2,2,1,0.5,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1992,spring,306,115,1.3,3,3,38.333333333333336,0.43333333333333335,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1992,spring,324,5,1.3,1,1,5,1.3,LITHODES MAJA,NORTHERN STONE CRAB
01390,1992,spring,401,4,0.1,1,1,4,0.1,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1993,autumn,015,15,29.1,5,5,3,5.82,SQUALUS ACANTHIAS,SPINY DOGFISH
01390,1993,autumn,023,10,20.9,4,4,2.5,5.225,LEUCORAJA OCELLATA,WINTER SKATE
01390,1993,autumn,026,13,6.3,4,4,3.25,1.575,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1993,autumn,027,1,0,1,1,1,0,MALACORAJA SENTA,SMOOTH SKATE
01390,1993,autumn,028,4,0.30000000000000004,3,3,1.3333333333333333,0.10000000000000002,AMBLYRAJA RADIATA,THORNY SKATE
01390,1993,autumn,032,202,23.8,5,5,40.4,4.76,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1993,autumn,033,163,5.3,5,5,32.6,1.06,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1993,autumn,072,1480,80.6,5,5,296,16.119999999999997,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1993,autumn,073,7,1.1,3,3,2.3333333333333335,0.3666666666666667,GADUS MORHUA,ATLANTIC COD
01390,1993,autumn,074,1,0,1,1,1,0,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01390,1993,autumn,075,1,0.2,1,1,1,0.2,POLLACHIUS VIRENS,POLLOCK
01390,1993,autumn,076,72,6.9,5,5,14.4,1.3800000000000001,UROPHYCIS TENUIS,WHITE HAKE
01390,1993,autumn,077,13,1.6,2,2,6.5,0.8,UROPHYCIS CHUSS,RED HAKE
01390,1993,autumn,083,4,0.2,1,1,4,0.2,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01390,1993,autumn,101,3,10.5,3,3,1,3.5,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01390,1993,autumn,102,26,2,4,4,6.5,0.5,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1993,autumn,105,2,0.4,2,2,1,0.2,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1993,autumn,106,16,2.5,5,5,3.2,0.5,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1993,autumn,107,41,0.8,4,4,10.25,0.2,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1993,autumn,108,4,0.4,2,2,2,0.2,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01390,1993,autumn,121,7,1,2,2,3.5,0.5,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01390,1993,autumn,131,6,0.2,3,3,2,0.06666666666666667,PEPRILUS TRIACANTHUS,BUTTERFISH
01390,1993,autumn,143,1,0.2,1,1,1,0.2,STENOTOMUS CHRYSOPS,SCUP
01390,1993,autumn,155,10,0.1,3,3,3.3333333333333335,0.03333333333333333,SEBASTES FASCIATUS,ACADIAN REDFISH
01390,1993,autumn,163,143,15.200000000000001,5,5,28.6,3.04,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1993,autumn,164,3,1.7,2,2,1.5,0.85,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1993,autumn,193,2,0.2,1,1,2,0.2,MACROZOARCES AMERICANUS,OCEAN POUT
01390,1993,autumn,197,5,4,4,4,1.25,1,LOPHIUS AMERICANUS,GOOSEFISH
01390,1993,autumn,296,3789,6.7,5,5,757.8,1.34,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1993,autumn,297,2126,3.9,4,4,531.5,0.975,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1993,autumn,301,34,29.6,4,4,8.5,7.4,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1993,autumn,306,926,2.8,2,2,463,1.4,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1993,autumn,313,2,0.4,1,1,2,0.4,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01390,1993,autumn,324,1,0.1,1,1,1,0.1,LITHODES MAJA,NORTHERN STONE CRAB
01390,1993,autumn,401,397,14.5,5,5,79.4,2.9,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1993,autumn,502,7,0.8,2,2,3.5,0.4,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01390,1993,autumn,503,23,0.5,4,4,5.75,0.125,LOLIGO PEALEII,LONGFIN SQUID
01390,1993,spring,023,1,3.8,1,1,1,3.8,LEUCORAJA OCELLATA,WINTER SKATE
01390,1993,spring,026,3,0.8999999999999999,2,2,1.5,0.44999999999999996,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1993,spring,027,1,0,1,1,1,0,MALACORAJA SENTA,SMOOTH SKATE
01390,1993,spring,028,5,0.2,2,2,2.5,0.1,AMBLYRAJA RADIATA,THORNY SKATE
01390,1993,spring,032,569,11.7,3,3,189.66666666666666,3.9,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1993,spring,034,2,0,1,1,2,0,ALOSA AESTIVALIS,BLUEBACK HERRING
01390,1993,spring,072,1,0,1,1,1,0,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1993,spring,073,2,0.30000000000000004,2,2,1,0.15000000000000002,GADUS MORHUA,ATLANTIC COD
01390,1993,spring,083,1,0,1,1,1,0,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01390,1993,spring,102,10,2,3,3,3.3333333333333335,0.6666666666666666,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1993,spring,106,2,0.30000000000000004,2,2,1,0.15000000000000002,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1993,spring,107,9,0.2,2,2,4.5,0.1,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1993,spring,163,19,1.9,3,3,6.333333333333333,0.6333333333333333,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1993,spring,164,3,3.1999999999999997,3,3,1,1.0666666666666667,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1993,spring,183,1,0,1,1,1,0,LUMPENUS MACULATUS,DAUBED SHANNY
01390,1993,spring,197,1,0,1,1,1,0,LOPHIUS AMERICANUS,GOOSEFISH
01390,1993,spring,296,159,0.4,2,2,79.5,0.2,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1993,spring,297,122,0.4,2,2,61,0.2,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1993,spring,306,61,0.6,2,2,30.5,0.3,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1993,spring,401,20,0.6000000000000001,3,3,6.666666666666667,0.20000000000000004,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1994,autumn,015,5,9,1,1,5,9,SQUALUS ACANTHIAS,SPINY DOGFISH
01390,1994,autumn,023,8,8.2,2,2,4,4.1,LEUCORAJA OCELLATA,WINTER SKATE
01390,1994,autumn,026,23,13.2,3,3,7.666666666666667,4.3999999999999995,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1994,autumn,028,5,1.3,3,3,1.6666666666666667,0.43333333333333335,AMBLYRAJA RADIATA,THORNY SKATE
01390,1994,autumn,032,31,3.4,4,4,7.75,0.85,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1994,autumn,033,5,0.30000000000000004,2,2,2.5,0.15000000000000002,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1994,autumn,072,1094,71.9,4,4,273.5,17.975,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1994,autumn,073,6,2.1,3,3,2,0.7000000000000001,GADUS MORHUA,ATLANTIC COD
01390,1994,autumn,074,3,0.1,2,2,1.5,0.05,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01390,1994,autumn,076,69,9.4,4,4,17.25,2.35,UROPHYCIS TENUIS,WHITE HAKE
01390,1994,autumn,077,31,1.6,3,3,10.333333333333334,0.5333333333333333,UROPHYCIS CHUSS,RED HAKE
01390,1994,autumn,102,21,0.9,4,4,5.25,0.225,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1994,autumn,105,2,0.6,2,2,1,0.3,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1994,autumn,106,4,0.9,3,3,1.3333333333333333,0.3,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1994,autumn,107,59,3,4,4,14.75,0.75,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1994,autumn,121,5,0.6,2,2,2.5,0.3,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01390,1994,autumn,131,54,1.8,4,4,13.5,0.45,PEPRILUS TRIACANTHUS,BUTTERFISH
01390,1994,autumn,155,31,1.5,3,3,10.333333333333334,0.5,SEBASTES FASCIATUS,ACADIAN REDFISH
01390,1994,autumn,163,49,5.4,3,3,16.333333333333332,1.8,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1994,autumn,164,2,2.1999999999999997,2,2,1,1.0999999999999999,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1994,autumn,197,5,3.0999999999999996,3,3,1.6666666666666667,1.0333333333333332,LOPHIUS AMERICANUS,GOOSEFISH
01390,1994,autumn,229,1,0,1,1,1,0,MAUROLICUS WEITZMANI,WEITZMANS PEARLSIDES
01390,1994,autumn,287,72,0,1,1,72,0,CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP
01390,1994,autumn,296,2228,5.8,4,4,557,1.45,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1994,autumn,297,34,0.2,2,2,17,0.1,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1994,autumn,301,30,22.8,4,4,7.5,5.7,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1994,autumn,306,90,0.8,2,2,45,0.4,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1994,autumn,312,5,0.5,2,2,2.5,0.25,CANCER BOREALIS,JONAH CRAB
01390,1994,autumn,324,3,1.5,2,2,1.5,0.75,LITHODES MAJA,NORTHERN STONE CRAB
01390,1994,autumn,401,73,4.6,4,4,18.25,1.15,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1994,autumn,502,5,0.6,2,2,2.5,0.3,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01390,1994,autumn,503,12,0.8,4,4,3,0.2,LOLIGO PEALEII,LONGFIN SQUID
01390,1994,spring,023,3,4.3999999999999995,3,3,1,1.4666666666666666,LEUCORAJA OCELLATA,WINTER SKATE
01390,1994,spring,026,10,4.4,3,3,3.3333333333333335,1.4666666666666668,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1994,spring,027,1,0,1,1,1,0,MALACORAJA SENTA,SMOOTH SKATE
01390,1994,spring,028,3,1,2,2,1.5,0.5,AMBLYRAJA RADIATA,THORNY SKATE
01390,1994,spring,032,209,2.5,5,5,41.8,0.5,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1994,spring,033,2,0.3,2,2,1,0.15,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1994,spring,056,2,0,1,1,2,0,MYCTOPHIDAE,LANTERNFISH UNCL
01390,1994,spring,072,69,1.3,4,4,17.25,0.325,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1994,spring,073,3,0.30000000000000004,3,3,1,0.10000000000000002,GADUS MORHUA,ATLANTIC COD
01390,1994,spring,075,1,0,1,1,1,0,POLLACHIUS VIRENS,POLLOCK
01390,1994,spring,076,11,1.2000000000000002,3,3,3.6666666666666665,0.4000000000000001,UROPHYCIS TENUIS,WHITE HAKE
01390,1994,spring,083,1,0,1,1,1,0,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01390,1994,spring,102,22,3,5,5,4.4,0.6,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1994,spring,104,1,0.4,1,1,1,0.4,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01390,1994,spring,105,6,1.4,2,2,3,0.7,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1994,spring,106,7,1.3,3,3,2.3333333333333335,0.43333333333333335,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01390,1994,spring,107,39,1.1,3,3,13,0.3666666666666667,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01390,1994,spring,108,1,0.1,1,1,1,0.1,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01390,1994,spring,155,3,0.1,1,1,3,0.1,SEBASTES FASCIATUS,ACADIAN REDFISH
01390,1994,spring,163,95,13.9,3,3,31.666666666666668,4.633333333333334,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01390,1994,spring,164,13,7.800000000000001,5,5,2.6,1.56,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01390,1994,spring,193,3,2.4,1,1,3,2.4,MACROZOARCES AMERICANUS,OCEAN POUT
01390,1994,spring,197,1,0.2,1,1,1,0.2,LOPHIUS AMERICANUS,GOOSEFISH
01390,1994,spring,296,1510,2.6,5,5,302,0.52,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01390,1994,spring,297,3998,11.100000000000001,5,5,799.6,2.22,PANDALUS MONTAGUI,AESOP SHRIMP
01390,1994,spring,301,9,10.8,2,2,4.5,5.4,HOMARUS AMERICANUS,AMERICAN LOBSTER
01390,1994,spring,305,2618,0.6,2,2,1309,0.3,CRUSTACEA SHRIMP,SHRIMP UNCL
01390,1994,spring,306,1133,7,5,5,226.6,1.4,PANDALUS BOREALIS,NORTHERN SHRIMP
01390,1994,spring,313,1,0,1,1,1,0,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01390,1994,spring,324,6,1.7,1,1,6,1.7,LITHODES MAJA,NORTHERN STONE CRAB
01390,1994,spring,401,50,3.3,5,5,10,0.6599999999999999,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01390,1994,spring,504,1,0,1,1,1,0,LOLLIGUNCULA BREVIS,ATLANTIC BRIEF SQUID
01390,1995,autumn,001,1,0,1,1,1,0,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01390,1995,autumn,015,247,239.5,4,4,61.75,59.875,SQUALUS ACANTHIAS,SPINY DOGFISH
01390,1995,autumn,023,2,9.2,1,1,2,9.2,LEUCORAJA OCELLATA,WINTER SKATE
01390,1995,autumn,026,38,17.3,3,3,12.666666666666666,5.766666666666667,LEUCORAJA ERINACEA,LITTLE SKATE
01390,1995,autumn,027,15,1.5,2,2,7.5,0.75,MALACORAJA SENTA,SMOOTH SKATE
01390,1995,autumn,028,6,0.4,3,3,2,0.13333333333333333,AMBLYRAJA RADIATA,THORNY SKATE
01390,1995,autumn,032,24,0.8,3,3,8,0.26666666666666666,CLUPEA HARENGUS,ATLANTIC HERRING
01390,1995,autumn,033,4,0.4,3,3,1.3333333333333333,0.13333333333333333,ALOSA PSEUDOHARENGUS,ALEWIFE
01390,1995,autumn,072,1633,112.7,5,5,326.6,22.54,MERLUCCIUS BILINEARIS,SILVER HAKE
01390,1995,autumn,073,1,0.1,1,1,1,0.1,GADUS MORHUA,ATLANTIC COD
01390,1995,autumn,075,1,0.1,1,1,1,0.1,POLLACHIUS VIRENS,POLLOCK
01390,1995,autumn,076,79,14.9,5,5,15.8,2.98,UROPHYCIS TENUIS,WHITE HAKE
01390,1995,autumn,077,91,5.9,4,4,22.75,1.475,UROPHYCIS CHUSS,RED HAKE
01390,1995,autumn,083,3,0,2,2,1.5,0,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01390,1995,autumn,102,44,5.7,5,5,8.8,1.1400000000000001,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01390,1995,autumn,105,3,0.5,1,1,3,0.5,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01390,1995,autumn,106,12,1.7,2,2,6,0.85,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
